NO,TANGGAL,JUDUL KONTEN,JENIS KONTEN,KATEGORI DALAM AGSET BUMN,JENIS MEDIA PLAN,AKTUALISASI,MEDIA,Jenis Konten,HIGHLIGHT/CAPTIONS,LINK,CREATOR,PROCESS,KETERANGAN/JENIS KONTEN
,09 September 2024,PT ASABRI (Persero) mengucapkan Selamat dan Sukses atas dilantiknya Bapak Jeffry Haryadi P. Manullang sebagai Direktur Utama PT ASABRI (Persero). ,Konten Lainnya,,,Realisasi,Facebook,Infografis,"Keluarga Besar PT ASABRI (Persero) mengucapkan Selamat dan Sukses atas dilantiknya Bapak Jeffry Haryadi P. Manullang sebagai Direktur Utama PT ASABRI (Persero). Semoga ASABRI semakin maju dan inovatif menuju masa depan yang gemilang.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1BXouXzxp2/,,Approve Sesper,
,10 September 2024,Dirgahayu ke-79 TNI Angkatan Laut,Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan

Dirgahayu ke-79 TNI Angkatan Laut
10 September 2024

“Dengan Semangat Jalesveva Jayamahe, TNI AL Siap Wujudkan Nusantara Baru Indonesia Maju”

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1KjE1vASZN/,,Approve Sesper,
,11 September 2024,Rayakan Hari Pelanggan Nasional 2024,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Rayakan Hari Pelanggan Nasional 2024, Direktur Hubungan Kelembagaan, Khaidir Abdurrahman didampingi oleh Kepala Divisi Layanan Koes Arianto dan Kepala Divisi Kepesertaan Widhi Nurcahyo, bersama Mitra Kerja Pembayaran Bank BTPN memberikan apresiasi dan layani Peserta sepenuh hati.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#LayananASABRI
#ManfaatASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1GHiDhuwim/,,Approve Sesper,
,12 September 2024,Tahukah kamu apa itu Tunjangan Orang Tua?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊

Tahukah kamu apa itu Tunjangan Orang Tua?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1CmnSurkp1/,,Approve Sesper,
,16 September 2024,"Memperingati Maulid Nabi Muhammad SAW, 12 Rabiul Awal 1446 H.",Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan, selamat memperingati Maulid Nabi Muhammad SAW, 12 Rabiul Awal 1446 H.

Mari kita senantiasa memperbaiki diri dengan meneladani akhlak mulia Nabi Muhammad SAW.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1BjwRsxx6d/,,Approve Sesper,
,17 September 2024,Informasi ASABRI Link di Wilayah di Bengkulu,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Bengkulu loh..

Bagi #SobatASABRI yang berdomisili di wilayah Bengkulu, Sobat dapat mengunjungi Kantor Cabang ASABRI Bengkulu dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Bengkulu, Sobat bisa mengunjungi @asabri_kcbengkulu ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1FbSvPStmg/,,Approve Sesper,
,18 September 2024,Program ASABRI Literasi untuk Indonesia,Campaign Bersama BUMN,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Program ASABRI Literasi untuk Indonesia sukses digelar secara kolaborasi antara ASABRI dengan PT Balai Pustaka, dan Universitas Pertahanan, 17 September 2024.

ASABRI Literasi untuk Indonesia, Tingkatkan Literasi Cerdaskan Generasi

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#ASABRILiterasiuntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/16CFtgj2UQ/,,Approve Sesper,
,19 September 2024,"Informasi ASABRI Link di Wilayah di Lhokseumawe , Aceh",ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Aceh loh..

Bagi #SobatASABRI yang berdomisili di wilayah Aceh, Sobat dapat mengunjungi Kantor Cabang ASABRI Lhokseumawe dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Lhokseumawe, Sobat bisa mengunjungi @asabri_kclhokseumawe ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1GSdVR3agS/,,Approve Sesper,
,19 September 2024,Tahukah kamu dimana saja jaringan Kantor Cabang ASABRI? ,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu dimana saja jaringan Kantor Cabang ASABRI? 

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1CpEdaHbdc/,,Approve Sesper,
,20 September 2024,Penyerahan manfaat Tabungan Hari Tua dan Jaminan Pensiun Pertama.,Cerita,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Yuk kita simak CERITA layanan kali ini.. #CuplikanBeritadanTestimoniPeserta 😊

PT ASABRI (Persero) memberikan layanan prima kepada Kepala Staf Umum Tentara Nasional Indonesia Letjen TNI (Purn.) Bambang Ismawan, S.E., M.M., melalui penyerahan manfaat Tabungan Hari Tua dan Jaminan Pensiun Pertama.

Untuk lengkapnya, #SobatASABRI bisa simak CERITA yang tersedia pada postingan ini ya.

Nantikan dan sampai jumpa di CERITA kita selanjutnya ya 😊

#LayananASABRI #ManfaatASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNUntukIndonesia",https://www.facebook.com/asabriofficial/posts/pfbid0AhZLx27FA7AZvSZZeGJJZeXS76Eok4FUzHKvE4R7fBKc9XgrUzB5uayoChsRfadCl,,Approve Sesper,
,23 September 2024,Semangat Hari Senin,Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Semangat Hari Senin

Burung berkicau di dahan tinggi,
Hari baru membawa harapan.
Senin datang, menyambut hari,
Ayo melangkah dengan keyakinan

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1Bya6A1F9w/,,Approve Sesper,
,24 September 2024,Informasi ASABRI Link di Wilayah di Palembang,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Jambi, Sumatera Selatan, dan Kepulauan Bangka Belitung loh..

Bagi #SobatASABRI yang berdomisili di wilayah Jambi, Sumatera Selatan, dan Kepulauan Bangka Belitung, Sobat dapat mengunjungi Kantor Cabang ASABRI Palembang dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Palembang, Sobat bisa mengunjungi @asabri_kcpalembang ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/16eFQFkAoY/,,Approve Sesper,
,26 September 2024,Selamat menyambut Hari Raya Galungan dan Kuningan Tahun 2024,Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Om Swastiastu #SobatASABRI dan #InsanBUMN

Selamat menyambut Hari Raya Galungan dan Kuningan Tahun 2024

Semoga di hari yang suci ini kita diberkahi kedamaian, kebahagiaan, dan mendapatkan perlindungan dari Ida Sang Hyang Widhi Wasa.

Dumogi Ida Sang Hyang Widhi Wasa ngicenin kerahajengan lan kerahayuan ring iraga sareng sami ✨

#GalunganKuningan2024
#KitaHebatKitaBerkualitas
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1JAScFpCXq/,,Approve Sesper,
,26 September 2024,Tahukah kamu berapa jumlah mitra kerja pembayaran Pensiun yang bekerja sama dengan ASABRI?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu berapa jumlah mitra kerja pembayaran Pensiun yang bekerja sama dengan ASABRI?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1Jv8vPy5eN/,,Approve Sesper,
,27 September 2024,"Aset Terus Bertumbuh, ASABRI Semakin Tangguh",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

ASABRI tunjukkan komitmen untuk menjadi Pengelola Asuransi Sosial Tepercaya dan Profesional dengan mengedepankan Tata Kelola Perusahaan yang Baik.

Untuk lengkapnya, #SobatASABRI bisa simak postingan berikut ya.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/19yZwSpHcd/,,Approve Sesper,
,30 September 2024,Selamat Hari Senin,Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Jangan biarkan kegagalan menghentikanmu.
Mulailah hari dengan keyakinan bahwa kamu
mampu menghadapi tantangan.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1G2B54BBCj/,,Approve Sesper,
,01 Oktober 2024,Selamat memperingati Hari Kesaktian Pancasila,Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Sebagai dasar penguatan karakter bangsa menuju Indonesia maju, Bersama Pancasila kita wujudkan Indonesia Emas.

Selamat memperingati Hari Kesaktian Pancasila
1 Oktober 2024

#HariKesaktianPancasila
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia  #BUMNuntukIndonesia",https://www.facebook.com/asabriofficial/posts/pfbid033GPqGCybFgoCAdRTTA6o9QpzuK9aca5ehEQcsHTjGgUDc7GaRNeQJjhFJ2uDzCqvl,,Approve Sesper,
,01 Oktober 2024,ASABRI menggelar upacara dalam memperingati Hari Kesaktian Pancasila ,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Dalam rangka memperingati Hari Kesaktian Pancasila pada tanggal 1 Oktober 2024, ASABRI Gelar Upacara untuk dapat memperkuat karakter Insan ASABRI guna menuju Indonesia Emas.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini ya..

#HariKesaktianPancasila
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1Qbhi73qbX/,,Approve Sesper,
,02 Oktober 2024,"Selamat memperingati hari Batik Nasional, 2 Oktober 2024.",Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Lebih dari sekadar kain, Batik adalah cerminan dari keberagaman dan kesatuan bangsa Indonesia. Mari bersama-sama melestarikan kekayaan budaya dengan #BanggaBerbatik.

Kenakan batikmu sebagai bentuk identitas bangsa dan warisan budaya Indonesia yang berharga. 

Selamat memperingati hari Batik Nasional, 2 Oktober 2024.

#HariBatikNasional
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1bw6jzeBcQ/,,Approve Sesper,
,02 Oktober 2024,Autentikasi digital di ASABRI STAR,Sekilas,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Kali ini ASABRI hadir dengan #SEKILAS informasi loh🤩 
#SegmenEdukasidanKolaborasiInfluencerASABRI

Untuk menjamin keamanan Gaji Pensiun Peserta, pastikan Sobat ASABRI telah melakukan Autentikasi digital di ASABRI STAR mulai tanggal 1 sampai dengan tanggal 10 setiap bulannya ya🤩

Informasi lebih lanjut, #SobatASABRI dapat mengunjungi Website ASABRI www.asabri.co.id, Kanal Sosial Media ASABRI, Akun resmi contact center ASABRI, dan Kantor Cabang sesuai wilayah masing-masing ya Sobat..

#LayananASABRI
#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1D4AuT3FZN/,,Approve Sesper,
,03 Oktober 2024,Tahukah kamu siapa saja yang menjadi Peserta ASABRI?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu siapa saja yang menjadi Peserta ASABRI?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1DMPYiauk9/,,Approve Sesper,
,05 Oktober 2024,Dirgahayu ke-79 Tentara Nasional Indonesia ,Hari Penting,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Dewan Komisaris, Direksi dan Seluruh Karyawan PT ASABRI (Persero) mengucapkan 

Dirgahayu ke-79 Tentara Nasional Indonesia 
5 Oktober 2024

“TNI Modern Bersama Rakyat Siap Mengawal Suksesi Kepemimpinan Untuk Indonesia Maju”

Semoga TNI semakin maju, profesional, dan tangguh dalam melindungi kedaulatan dan keamanan Negara Kesatuan Republik Indonesia.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1BWgrLKo35/,,Approve Sesper,
,07 Oktober 2024,"Selamat dan Semangat Hari Senin
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Senin pagi membawa harapan baru.
Hadapi hari ini dengan tekad dan keyakinan
bahwa hal baik akan datang.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1BrENfRvSx/,,Approve Sesper,
,14 Oktober 2024,"Selamat dan Semangat Hari Senin
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

“Setiap hari adalah lembaran baru, maka isilah dengan kebaikan, semangat, dan tekad untuk menjadi lebih baik”.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/r/1FmXTnoJxs/,,Approve Sesper,
,14 Oktober 2024,ASABRI Dukung Kesejahteraan Pendidik Anak Peserta ASABRI Di Sulawasi Tenggara,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

ASABRI memberikan bantuan dukungan pendidikan kepada 39 (tiga puluh sembilan) putra-putri TNI dan Polri yang berprestasi di wilayah Sulawesi Tenggara.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/17j9t6hC5Y/,,Approve Sesper,
,15 Oktober 2024,Informasi ASABRI Link di Wilayah di Malang,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Malang dan sekitarnya loh..

Bagi #SobatASABRI yang berdomisili di wilayah Malang dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Malang dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Malang, Sobat bisa mengunjungi @asabri_kcmalang ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/16TuG7yK83/,,Approve Sesper,
,16 Oktober 2024, Lapor Surat Pernyataan Tanda Bukti Diri (SPTB) melalui aplikasi ASABRI Mobile.,Sekilas,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Kali ini ASABRI hadir dengan #SEKILAS informasi loh🤩
#SegmenEdukasidanKolaborasiInfluencerASABRI

Yuk lapor Surat Pernyataan Tanda Bukti Diri (SPTB) melalui aplikasi ASABRI Mobile.

Untuk informasi lebih lanjut, #SobatASABRI dapat mengunjungi Website ASABRI www.asabri.co.id, Kanal Sosial Media ASABRI, Akun resmi contact center ASABRI, dan Kantor Cabang sesuai wilayah masing-masing ya Sobat..

#LayananASABRI
#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1JtHyk7gTD/,,Approve Sesper,
,17 Oktober 2024,Ucapan Ulang Tahun Kepada Presiden RI Prabowo Subianto,Hari Penting,,,Realisasi,Facebook,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan Selamat Ulang Tahun kepada Menteri Pertahanan Republik Indonesia (Presiden RI Terpilih Periode 2024 - 2029) Bapak Jenderal TNI (HOR) (Purn) Prabowo Subianto

Semoga senantiasa diberikan kesehatan, kesuksesan, dan kebahagiaan.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/17VZweoHoT/,,Approve Sesper,
,18 Oktober 2024,"Selamat Hari Asuransi Tahun 2024
",Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Selamat Hari Asuransi Tahun 2024

Dengan semangat Maju Bersama, ASABRI terus berkomitmen dalam memberikan perlindungan terbaik sebagai ""Sahabat Perjuangan Anda Sepanjang Masa"".

#HariAsuransi2024
#BUMNUntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/p/17XmqwU1My/,,Approve Sesper,
,20 Oktober 2024,"PT ASABRI (Persero) dan Segenap Keluarga Besar Kementerian BUMN dan BUMN mengucapkan
Terima Kasih
Ir. H. Joko Widodo, Presiden RI 2014 - 2024
K.H. Ma’ruf Amin, Wakil Presiden RI 2019-2024
Selamat Bertugas
Prabowo Subianto, Presiden RI 2024-2029
Gibran Rakabuming Raka, Wakil Presiden RI 2024-2029",Hari Penting,,,Realisasi,Facebook,Video,"PT ASABRI (Persero) dan Segenap Keluarga Besar Kementerian BUMN dan BUMN mengucapkan

Terima Kasih
Ir. H. Joko Widodo, Presiden RI 2014 - 2024
K.H. Ma’ruf Amin, Wakil Presiden RI 2019-2024

Selamat Bertugas
Prabowo Subianto, Presiden RI 2024-2029
Gibran Rakabuming Raka, Wakil Presiden RI 2024-2029

PT ASABRI (Persero) sebagai BUMN yang berperan dalam menjaga ketahanan pertahanan dan sebagai Sahabat Perjuangan Anda Sepanjang Masa dengan menjadi pengelola Asuransi Sosial Tepercaya, Profesional, dan Peduli kepada Kesejahteraan Peserta siap untuk bersama mewujudkan Indonesia Maju.

@jokowi  @kyai_marufamin
@prabowo @gibran_rakabuming
@kementerianbumn

#TerimaKasihJokowi
#SelamatBertugasPrabowoGibran
#BUMNuntukIndonesiaMaju
#BersamaMewujudkanIndonesiaMaju",https://www.facebook.com/share/v/1TatzUZPmq/,,Approve Sesper,
,21 Oktober 2024,"Selamat dan Semangat Hari Senin
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

""Hari ini adalah lembaran baru, kesempatan untuk memulai awal baru dengan lebih baik. Dengan semangat merah putih, kita wujudkan Indonesia Maju”

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/14NZZ713jMG/,,Approve Sesper,
,24 Oktober 2024,Tahukah kamu apa saja ketentuan yang harus dipenuhi untuk mendapatkan manfaat bantuan beasiswa?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu apa saja ketentuan yang harus dipenuhi untuk mendapatkan manfaat bantuan beasiswa?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/19jw6Jhf2V/,,Approve Sesper,
,25 Oktober 2024,Program mengenai hak-hak pensiun peserta ASABRI yang telah memasuki masa pensiun kepada Persatuan Purnawirawan dan Warakawuri TNI dan Polri (PEPABRI).,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

PT ASABRI (Persero) menunjukkan komitmennya dalam melayani peserta, melalui penyelenggaraan kegiatan sosialisasi program mengenai hak-hak pensiun peserta ASABRI yang telah memasuki masa pensiun kepada Persatuan Purnawirawan dan Warakawuri TNI dan Polri (PEPABRI).

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1BSPjmdGYq/,,Approve Sesper,
,28 Oktober 2024,"Selamat Memperingati 96 Tahun
Hari Sumpah Pemuda",Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Selamat Memperingati 96 Tahun
Hari Sumpah Pemuda
28 Oktober 2024

Dengan semangat dan jiwa muda, ayo kita terus bergerak bersama semakin hebat dan berkualitas untuk mendukung kemajuan Indonesia!

Pemuda, Masa Depan Bangsa!
Maju Bersama Indonesia Raya!

#HariSumpahPemuda
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1CKUJ3f3zs/,,Approve Sesper,
,28 Oktober 2024,"Memperingati Hari Sumpah Pemuda, ASABRI menggelar upacara di Gedung ASABRI",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Dalam rangka memperingati Hari Sumpah Pemuda yang ke-96 pada 28 Oktober 2024, PT ASABRI (Persero) menggelar upacara di Gedung ASABRI yang dipimpin langsung oleh Direktur Utama, Jeffry Haryadi P. Manullang.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini ya..

#HariSumpahPemuda
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1BcbgoBtjX/,,Approve Sesper,
,29 Oktober 2024,Informasi ASABRI Link di Wilayah di Yogyakarta ,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Yogyakarta dan sekitarnya loh..

Bagi #SobatASABRI yang berdomisili di wilayah Yogyakarta dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Yogyakarta dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Yogyakarta, Sobat bisa mengunjungi @asabri_kcyogyakarta ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1EQSjwmzAY/,,Approve Sesper,
,29 Oktober 2024,ASABRI dan Kementerian Pertahanan Berkomitmen Perkuat Kolaborasi untuk Mewujudkan Kesejahteraan Prajurit,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Direktur Utama PT ASABRI (Persero), Jeffry Haryadi P. Manullang dan Komisaris Utama PT ASABRI (Persero) Fary Djemy Francis,  turut hadir dalam momen penting pergantian pimpinan Kementerian Pertahanan dengan dilantiknya Letjen TNI (Purn). Dr. Sjafrie Sjamsoeddin sebagai Menteri Pertahanan Republik Indonesia.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1EdKzSmxDz/,,Approve Sesper,
,31 Oktober 2024,"Kini, untuk mengetahui seputar manfaat ASABRI, Sobat dapat melihat daftar pertanyaan pada Frequently Asked Questions (F.A.Q) lho..",Berseri,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Kini, untuk mengetahui seputar manfaat ASABRI, Sobat dapat melihat daftar pertanyaan pada Frequently Asked Questions (F.A.Q) lho..

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau mengunjungi Kantor Cabang dan ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/17cJThYH3Y/,,Approve Sesper,
